V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,PID,psid,K2,project,gc,term,Q_TotalDuration,med,consent,city,tap,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,PIIcomment,hardship,contact,trap,t01,t02,t03,t04,t05,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,SQcomment,LocationLatitude,LocationLongitude,LocationAccuracy
R_24yQpTPZQddhobz,Default Response Set,Anonymous,,,24.147.136.227,0,2015-03-19 15:56:39,2015-03-19 15:59:12,1,1172474589,iZXUO4qzTRTaYa1YbLatgw**,27197,Qual712-0618WaterUtilities,1,,153,17622293045473,1,3,1,1,1,7,7,7,5,6,1,4,4,Cleaning,1,1,1,7,7,7,7,7,7,7,7,7,6,7,7,6,6,6,7,6,7,nothing to add here,42.238906860352,-71.081001281738,-1
R_86oJlY1dw2XO1c9,Default Response Set,Anonymous,,,67.127.100.104,0,2015-03-19 16:03:22,2015-03-19 16:04:34,1,1278640642,iZXUO4qzTRSwZBntVCPebw**,27197,Qual712-0618WaterUtilities,2,noTapWater,72,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.786605834961,-118.29869842529,-1
R_djqN4BhWX6XJY8J,Default Response Set,Anonymous,,,198.72.232.75,0,2015-03-19 15:59:15,2015-03-19 16:07:08,1,1275988019,iZXUO4qzTRRlEpQhULtRhA**,27197,Qual712-0618WaterUtilities,1,,473,19178099898373,1,1,1,1,1,7,7,7,4,4,4,4,4,A variety of uses from cooking to cleaning.,4,3,1,7,4,4,1,7,1,3,6,6,7,4,6,5,1,7,7,6,7,No additional comments.,34.281005859375,-118.55770111084,-1
R_3F9m0gISxhAUMNn,Default Response Set,Anonymous,,,68.123.155.251,0,2015-03-19 16:03:21,2015-03-19 16:07:32,1,147521410,iZXUO4qzTRTpPhtgwHUUdQ**,27197,Qual712-0618WaterUtilities,1,,251,2217246765103,1,1,1,1,1,5,7,7,5,4,3,4,1,"BATHING, CLEANING, COOKING",2,1,1,7,7,7,7,7,7,7,7,7,7,7,4,6,7,6,7,7,5,,34.112106323242,-118.15640258789,-1
R_eqTjhik8ACjjQUt,Default Response Set,Anonymous,,,107.2.234.146,0,2015-03-19 16:07:11,2015-03-19 16:08:24,1,1256018885,iZXUO4qzTRTBT6G41wVelw**,27197,Qual712-0618WaterUtilities,2,attention,73,,1,2,1,5,6,3,5,5,2,4,3,6,5,I do not know,5,5,0,,,,,,,,,,,,,,,,,,,,39.443893432617,-104.85150146484,-1
R_9LlEeEBmTxXLJnT,Default Response Set,Anonymous,,,98.245.205.214,0,2015-03-19 16:08:49,2015-03-19 16:10:24,1,1254242466,iZXUO4qzTRSAttjiz4c0uw**,27197,Qual712-0618WaterUtilities,2,attention,95,,1,2,1,4,3,5,5,7,3,6,3,6,5,For cooking and bathing,1,1,0,,,,,,,,,,,,,,,,,,,,39.61669921875,-104.6695022583,-1
R_bqoy6SH9gfuZ5Up,Default Response Set,Anonymous,,,75.84.224.44,0,2015-03-19 16:10:18,2015-03-19 16:12:58,1,1274210934,iZXUO4qzTRS8D6mIZyVtGg**,27197,Qual712-0618WaterUtilities,1,,160,19151390310823,1,1,1,1,1,7,7,7,7,1,1,1,1,"Drinking, showering, cleaning",2,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Thank you,34.016006469727,-118.49250030518,-1
R_bErCQ4M56EmA08B,Default Response Set,Anonymous,,,65.74.16.96,0,2015-03-19 16:12:41,2015-03-19 16:13:23,1,1278555160,iZXUO4qzTRR-cIvJn4HXSg**,27197,Qual712-0618WaterUtilities,2,otherCity,42,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.21809387207,-149.90029907227,-1
R_8odopTFx8Ha7mD3,Default Response Set,Anonymous,,,198.72.147.68,0,2015-03-19 16:13:28,2015-03-19 16:18:17,1,1277762083,iZXUO4qzTRQbPnqhJZBO6Q**,27197,Qual712-0618WaterUtilities,2,attention,289,,1,1,1,4,4,7,7,7,4,4,4,4,4,Showers,1,1,0,,,,,,,,,,,,,,,,,,,,34.094299316406,-118.38110351562,-1
R_bOucnL2yKs94c2V,Default Response Set,Anonymous,,,50.184.252.52,0,2015-03-19 16:19:10,2015-03-19 16:20:05,1,1277971607,iZXUO4qzTRRcgBgZG5G5Vw**,27197,Qual712-0618WaterUtilities,2,otherCity,55,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.567092895508,-122.37100219727,-1
R_cGrVphiJNTHnvBb,Default Response Set,Anonymous,,,24.34.75.233,0,2015-03-19 16:17:51,2015-03-19 16:21:10,1,1277880815,iZXUO4qzTRQMGF0nHWeipg**,27197,Qual712-0618WaterUtilities,2,attention,199,,1,3,1,1,3,5,7,7,5,4,1,4,2,cooking and drinking,2,1,0,,,,,,,,,,,,,,,,,,,,42.372192382812,-71.178703308105,-1
R_9BJEyFX2EpI6x5H,Default Response Set,Anonymous,,,63.205.58.156,0,2015-03-19 16:24:30,2015-03-19 16:26:27,1,1121203792,iZXUO4qzTRRbKTwufqYFJA**,27197,Qual712-0618WaterUtilities,2,attention,117,,1,1,1,1,1,7,7,7,3,7,5,7,4,personal and household cleaning,1,2,0,,,,,,,,,,,,,,,,,,,,34.229797363281,-118.59950256348,-1
R_1RnU8fbO9BISYbb,Default Response Set,Anonymous,,,172.249.35.115,0,2015-03-19 16:21:35,2015-03-19 16:29:32,1,1273477343,iZXUO4qzTRSPnzRLXCJR1g**,27197,Qual712-0618WaterUtilities,1,,477,19140364438093,1,1,1,1,1,7,7,7,1,6,6,7,7,Drinking/Cooking,5,2,1,5,2,3,2,5,2,4,2,3,3,3,3,3,4,3,5,2,3,"The water supplier always claims the water is of excellent quality, but it does not taste that way. Once in a while they even mail a warning about contaminants in the ater, when they just claimed it is safe a week before. They also checks to pay my bills and threatened to turn off my water even though I had paid the bills. I never received an apology.",34.107299804688,-118.37190246582,-1
R_1Y9SN7zK0Yj8t5X,Default Response Set,Anonymous,,,172.249.104.114,0,2015-03-19 16:29:48,2015-03-19 16:30:40,1,1278636524,iZXUO4qzTRTq-gtcp11iSQ**,27197,Qual712-0618WaterUtilities,2,attention,52,,1,1,1,3,5,3,3,3,6,5,7,6,1,dishes ,1,6,0,,,,,,,,,,,,,,,,,,,,33.900894165039,-118.00730133057,-1
R_08PUpUGPS4x2vT7,Default Response Set,Anonymous,,,71.84.72.41,0,2015-03-19 16:28:45,2015-03-19 16:31:37,1,1255781621,iZXUO4qzTRRmrifAbmHriw**,27197,Qual712-0618WaterUtilities,1,,172,18874397736433,1,1,1,3,3,5,4,7,4,5,6,5,3,"to use to drink, cook, or clean",4,2,1,4,4,2,2,3,5,2,3,4,4,4,4,4,4,4,5,3,5,,33.89990234375,-117.44049835205,-1
R_0B2Z2FvRQsYdgEd,Default Response Set,Anonymous,,,97.122.203.94,0,2015-03-19 16:33:36,2015-03-19 16:36:12,1,1269316462,iZXUO4qzTRShpSMK4oqZFg**,27197,Qual712-0618WaterUtilities,1,,156,19077826396663,1,2,1,2,2,5,7,5,6,2,4,3,3,"cooking, bathing",4,1,1,6,6,6,5,6,4,6,4,5,4,4,4,4,4,4,4,4,3,,39.736999511719,-105.02030181885,-1
R_3Pf9F4hd8b2vkQB,Default Response Set,Anonymous,,,50.177.234.129,0,2015-03-19 16:37:31,2015-03-19 16:38:07,1,1277827291,iZXUO4qzTRTbL5B_A-061g**,27197,Qual712-0618WaterUtilities,2,otherCity,36,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.761795043945,-71.411903381348,-1
R_3kCDJVJiLETlSsJ,Default Response Set,Anonymous,,,199.115.115.207,0,2015-03-19 16:40:05,2015-03-19 16:41:40,1,1277603353,iZXUO4qzTRSgAUVfKUsAKA**,27197,Qual712-0618WaterUtilities,2,noTapWater,95,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.793197631836,-77.536598205566,-1
R_3q7FXZ6Cb4mWSzP,Default Response Set,Anonymous,,,50.136.29.104,0,2015-03-19 16:24:48,2015-03-19 16:47:56,1,1273173119,iZXUO4qzTRTCS4h55BpBNw**,27197,Qual712-0618WaterUtilities,2,attention,1388,,1,3,1,4,3,5,7,7,5,6,3,5,6,cleaning,4,1,0,,,,,,,,,,,,,,,,,,,,42.399703979492,-71.031600952148,-1
R_eFENOZVXUqEliRv,Default Response Set,Anonymous,,,209.203.99.19,0,2015-03-19 16:43:57,2015-03-19 16:50:11,1,1276433815,iZXUO4qzTRR3HISZjrPivw**,27197,Qual712-0618WaterUtilities,1,,374,19184800212253,1,1,1,1,2,7,7,7,7,2,2,2,2,for cleansing.,3,3,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"my tap water very freshfull and clean, steril.",34.052200317383,-118.24369812012,-1
R_9AWE6N1QcZI2Xm5,Default Response Set,Anonymous,,,199.115.115.210,0,2015-03-19 16:46:56,2015-03-19 16:50:52,1,1277699074,iZXUO4qzTRQZ3HZU315WDA**,27197,Qual712-0618WaterUtilities,1,,236,19203817055023,1,1,1,1,5,5,5,7,5,1,2,1,4,The clean,5,2,1,3,4,3,1,2,6,5,4,7,2,3,4,4,3,2,4,3,4,Agree,38.793197631836,-77.536598205566,-1
R_eyXjCGUoAcYyvrv,Default Response Set,Anonymous,,,172.248.80.38,0,2015-03-19 16:53:19,2015-03-19 16:57:44,1,1208596449,iZXUO4qzTRRpnaKMEDhGZQ**,27197,Qual712-0618WaterUtilities,1,,265,18165204601273,1,1,1,3,3,5,5,5,5,5,5,4,3,washing,3,4,1,5,4,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,none,33.97819519043,-117.90399932861,-1
R_e5L8GvuaKUXXWtf,Default Response Set,Anonymous,,,142.129.53.243,0,2015-03-19 16:57:53,2015-03-19 16:58:10,1,1264609323,iZXUO4qzTRQF-4puMq-gNQ**,27197,Qual712-0618WaterUtilities,2,otherCity,17,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.88720703125,-118.35479736328,-1
R_1B71km5YpynLj4p,Default Response Set,Anonymous,,,184.99.239.64,0,2015-03-19 16:52:52,2015-03-19 16:58:16,1,1172809619,iZXUO4qzTRQrnf2i_qUBig**,27197,Qual712-0618WaterUtilities,1,,324,17627328546373,1,2,1,3,3,6,7,7,6,3,2,4,3,Drinking,1,1,1,7,7,6,7,7,6,4,6,4,5,4,4,5,4,5,6,4,5,Thanks,39.677001953125,-104.9646987915,-1
R_0Sq59IIgTGFhwGx,Default Response Set,Anonymous,,,75.148.36.145,0,2015-03-19 16:58:26,2015-03-19 17:04:40,1,1238337835,iZXUO4qzTRR_LGFBPWTsyA**,27197,Qual712-0618WaterUtilities,1,,374,18612217632853,1,2,1,6,5,5,5,6,2,3,4,5,4,Cooking cleaning and watering plants,5,1,1,4,5,5,3,3,5,6,5,4,5,5,2,3,4,3,6,4,5,,39.759399414062,-104.96880340576,-1
R_ehTcvDAdHbb3YAR,Default Response Set,Anonymous,,,99.6.92.212,0,2015-03-19 17:00:23,2015-03-19 17:04:45,1,1276017690,iZXUO4qzTRRG1VljlX4xpQ**,27197,Qual712-0618WaterUtilities,1,,262,19178545853503,1,1,1,1,1,6,7,7,5,2,3,3,3,"Showers, Washing ourselves, Drinking, Washing Dishes",2,1,1,6,6,6,3,6,4,5,4,5,4,5,4,4,4,4,4,4,4, ,34.17529296875,-118.34719848633,-1
R_08rbQ6BY91kZAhL,Default Response Set,Anonymous,,,116.106.12.130,0,2015-03-19 17:04:19,2015-03-19 17:08:01,1,1278573798,iZXUO4qzTRQvsNK8Zb45Yw**,27197,Qual712-0618WaterUtilities,1,,222,19216964156743,1,1,1,5,6,4,4,4,3,4,5,6,4,"Washing, drink water and cooking",6,3,1,4,6,2,5,3,3,5,5,3,5,4,5,6,2,5,6,5,5,"Sometime, i have problem in using water",10.814193725586,106.64379882812,-1
R_0ibb0k6ulB0wCJT,Default Response Set,Anonymous,,,166.173.187.109,0,2015-03-19 17:08:19,2015-03-19 17:09:48,1,1278644166,iZXUO4qzTRSNddTqEDBL5w**,27197,Qual712-0618WaterUtilities,2,attention,89,,1,2,1,1,4,4,4,4,3,3,4,3,1,Showering ,3,1,0,,,,,,,,,,,,,,,,,,,,38,-97,-1
R_7PQhEc1n2FCDpVr,Default Response Set,Anonymous,,,96.229.70.226,0,2015-03-19 17:12:10,2015-03-19 17:15:25,1,1276918607,iZXUO4qzTRT_AV-JfljtKw**,27197,Qual712-0618WaterUtilities,1,,195,19192086636013,1,1,1,2,3,5,4,3,3,5,5,2,4,consuming and cleaning,3,2,1,6,5,5,3,5,4,5,4,4,4,5,4,4,4,4,5,4,4,N/A,33.986892700195,-117.65550231934,-1
R_6KZpUo0nbFPQgPb,Default Response Set,Anonymous,,,173.225.78.125,0,2015-03-19 17:08:07,2015-03-19 17:16:59,1,1274402933,iZXUO4qzTRTsPWxT1JIjJg**,27197,Qual712-0618WaterUtilities,1,,532,19154276055793,1,1,1,1,1,7,7,7,7,1,1,1,1,good good good good good,7,6,1,6,7,7,7,7,7,6,6,7,6,6,6,7,6,6,7,6,7,good,33.912902832031,-118.34390258789,-1
R_emw0NeheiubuUJf,Default Response Set,Anonymous,,,166.171.121.106,0,2015-03-19 17:12:12,2015-03-19 17:17:16,1,1208525502,iZXUO4qzTRRdMlV5EJeBSA**,27197,Qual712-0618WaterUtilities,1,,304,18164138267863,1,1,1,2,2,6,6,6,6,4,5,6,4,Toilet,1,1,1,6,5,6,6,6,4,6,6,5,4,4,4,4,4,4,4,4,5,,33.895904541016,-118.22010040283,-1
R_40LssZKo8HmC6e9,Default Response Set,Anonymous,,,67.221.255.53,0,2015-03-19 17:18:10,2015-03-19 17:20:47,1,1263624736,iZXUO4qzTRQdETiUz7CH3g**,27197,Qual712-0618WaterUtilities,1,,157,18992279754883,1,1,1,1,1,7,7,7,7,2,1,2,1,great one,7,7,1,7,6,6,6,7,6,6,6,7,7,6,6,6,6,7,6,6,7,"nice,thanks",40.714294433594,-74.005996704102,-1
R_3OBVF10skpgXTil,Default Response Set,Anonymous,,,24.8.118.251,0,2015-03-19 17:09:26,2015-03-19 17:21:06,1,1132113608,iZXUO4qzTRSIjhkIynKdAA**,27197,Qual712-0618WaterUtilities,1,,700,17015667501043,1,2,1,1,1,7,7,7,4,5,4,4,3,"Clean, bath, drinking water, et ",4,1,1,4,3,4,3,4,4,4,4,4,4,4,4,4,2,2,3,4,3,No contact with water carrier.  It is very hard water and don't know why ...,39.686599731445,-105.08999633789,-1
R_2n3DE6unhv0oDiZ,Default Response Set,Anonymous,,,65.49.68.200,0,2015-03-19 17:25:41,2015-03-19 17:26:51,1,1273425111,iZXUO4qzTRQUXIW7kj5RrA**,27197,Qual712-0618WaterUtilities,2,attention,70,,1,1,1,1,2,5,4,4,7,5,7,3,3,boring,3,5,0,,,,,,,,,,,,,,,,,,,,37.515502929688,-121.89619445801,-1
R_3QwedcdVDO6QUjr,Default Response Set,Anonymous,,,184.96.191.110,0,2015-03-19 17:24:29,2015-03-19 17:30:02,1,1262818804,iZXUO4qzTRRZRptpk8pbrg**,27197,Qual712-0618WaterUtilities,1,,333,18980166596923,1,2,1,1,1,7,7,7,7,1,1,1,1,Fresh drinking water is the most important thing in my household.,5,3,1,6,5,5,6,5,5,5,6,6,6,5,4,6,4,5,4,6,5,Larger families should receive a discount of some sort.,39.731994628906,-104.98390197754,-1
R_ea4N2RRUZp1J8Lb,Default Response Set,Anonymous,,,162.194.160.97,0,2015-03-19 17:29:45,2015-03-19 17:31:32,1,1257487339,iZXUO4qzTRQowUxtzVgjKg**,27197,Qual712-0618WaterUtilities,2,attention,107,,1,1,1,4,2,4,4,7,3,4,4,6,2,Laundry,1,1,0,,,,,,,,,,,,,,,,,,,,34.146301269531,-118.42929840088,-1
R_exI672NPxzkCqz3,Default Response Set,Anonymous,,,99.112.85.67,0,2015-03-19 17:28:28,2015-03-19 17:32:16,1,1234026567,iZXUO4qzTRRxx6VbQvrgdQ**,27197,Qual712-0618WaterUtilities,1,,228,18547419274813,1,1,1,1,4,7,7,7,4,4,4,4,4,SHOWERING,4,2,1,7,4,6,4,7,6,6,5,7,5,6,6,5,5,5,6,5,6,NA,34.169296264648,-118.26629638672,-1
R_bC2T1TgksNWp725,Default Response Set,Anonymous,,,173.248.160.44,0,2015-03-19 17:29:36,2015-03-19 17:34:02,1,1275139625,iZXUO4qzTRQ0qwd7bMFYow**,27197,Qual712-0618WaterUtilities,1,,266,19165348536553,1,2,1,1,2,6,6,5,6,2,2,3,3,It is most important for drinking.,5,3,1,6,6,6,6,5,5,6,5,5,5,6,5,5,7,7,6,6,5,,39.657104492188,-105.03440093994,-1
R_cCPVHuTbHVMtJ9X,Default Response Set,Anonymous,,,108.225.14.184,0,2015-03-19 17:36:16,2015-03-19 17:36:33,1,1278631461,iZXUO4qzTRS42f3Jc6jZnA**,27197,Qual712-0618WaterUtilities,2,otherCity,17,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.874801635742,-118.24060058594,-1
R_2fydozFUYN8IpF3,Default Response Set,Anonymous,,,24.218.172.142,0,2015-03-19 17:21:37,2015-03-19 17:38:04,1,1111962607,iZXUO4qzTRQw4pvOMVY1pw**,27197,Qual712-0618WaterUtilities,1,,987,16712797956013,1,3,1,1,1,3,7,7,4,4,3,4,4,Bathing ,1,1,1,7,7,7,7,7,7,7,4,7,4,7,7,4,4,7,4,7,4,,42.079605102539,-71.038200378418,-1
R_2nHI2jDcIVRfhXf,Default Response Set,Anonymous,,,169.235.236.214,0,2015-03-19 17:41:19,2015-03-19 17:45:53,1,1277923261,iZXUO4qzTRTyTDcQQinE1A**,27197,Qual712-0618WaterUtilities,1,,274,19207186585633,1,1,1,3,3,4,5,3,3,5,6,5,6,"The most important use is to wash our hands or to heat up for coffee, soup, etc. It is also a source of water to wash our dishes.",3,2,1,6,5,5,4,6,5,4,5,4,5,3,4,6,4,6,6,5,6,The service is done by the county of Los Angeles with it not being the best but also not being the worse.,33.752899169922,-116.05560302734,-1
R_8qpXY8q9ZeARfPD,Default Response Set,Anonymous,,,208.54.38.204,0,2015-03-19 17:43:30,2015-03-19 17:48:04,1,1260358924,iZXUO4qzTRSMcXEppHBqJA**,27197,Qual712-0618WaterUtilities,1,,274,18943194600523,1,2,1,1,1,7,7,7,1,7,6,4,4,Cleaning,1,1,1,6,6,5,3,6,5,7,4,6,4,5,4,4,4,4,6,4,1,None,38,-97,-1
R_0SWs7lTTPOJfC9T,Default Response Set,Anonymous,,,50.139.147.82,0,2015-03-19 17:49:09,2015-03-19 17:53:24,1,1079214361,iZXUO4qzTRQNocLTEiNDZQ**,27197,Qual712-0618WaterUtilities,1,,255,16220591818633,1,3,1,1,1,7,7,7,2,7,2,7,4,Washing hands,1,3,1,7,6,7,6,6,4,5,4,6,4,6,4,4,5,4,5,4,3,,42.624099731445,-71.338897705078,-1
R_eaPIIQl4NKfsAWF,Default Response Set,Anonymous,,,76.169.202.206,0,2015-03-19 17:54:22,2015-03-19 17:57:10,1,1131920160,iZXUO4qzTRQFqxWWXlg4OA**,27197,Qual712-0618WaterUtilities,1,,168,17012759977603,1,1,1,1,1,5,6,7,3,6,6,6,6,bathing,1,1,1,7,7,7,7,7,7,7,7,7,6,7,6,6,6,6,6,6,7,,33.880004882812,-117.9633026123,-1
R_9p1arUeFlxIsKS9,Default Response Set,Anonymous,,,108.38.37.219,0,2015-03-19 17:52:33,2015-03-19 17:58:13,1,1141363508,iZXUO4qzTRQs3UlQZxetRg**,27197,Qual712-0618WaterUtilities,1,,340,17154693498043,1,1,1,1,1,7,7,7,4,4,2,7,1,drinking,2,1,1,7,4,5,5,7,5,7,5,6,6,6,4,4,3,4,6,4,6,none,34.078994750977,-117.84939575195,-1
R_0SrUBbBvrN1RHSd,Default Response Set,Anonymous,,,75.82.112.190,0,2015-03-19 17:43:27,2015-03-19 18:01:33,1,1277768786,iZXUO4qzTRS1Tw5bYAiQYg**,27197,Qual712-0618WaterUtilities,1,,1086,19204864826383,1,1,1,1,1,7,7,7,1,7,2,7,6,"Showering, cleaning, cooking, drinking",1,1,1,6,6,6,6,6,6,6,4,6,4,4,4,6,4,4,6,4,4,,34.168304443359,-118.37300109863,-1
R_56jlJDEvfPpHY9v,Default Response Set,Anonymous,,,108.251.99.138,0,2015-03-19 17:33:28,2015-03-19 18:01:50,1,1233648619,iZXUO4qzTRSaptymIGty0g**,27197,Qual712-0618WaterUtilities,1,,1702,18541738716373,1,1,1,2,2,4,4,7,3,4,5,3,3,Drinking and hygeine,2,2,1,6,1,2,1,5,6,5,4,3,3,5,4,4,4,4,4,4,4,,33.816101074219,-117.97940063477,-1
R_eDLJwin50zRMBIF,Default Response Set,Anonymous,,,71.9.5.173,0,2015-03-19 17:58:47,2015-03-19 18:03:32,1,1275953503,iZXUO4qzTRQU0KmO-Mqfzg**,27197,Qual712-0618WaterUtilities,1,,285,19177581122893,1,1,1,1,4,7,7,7,7,1,1,4,4,The most important use of water in my house is tap water ,2,1,1,7,7,6,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7,no comments at all about my tap water supplier,34.09049987793,-118.13439941406,-1
R_bw0cQUjY3Bo9nnf,Default Response Set,Anonymous,,,68.71.152.101,0,2015-03-19 18:01:43,2015-03-19 18:03:41,1,1274213246,iZXUO4qzTRRcZ6bOAI63Xw**,27197,Qual712-0618WaterUtilities,2,attention,118,,1,2,1,3,3,3,6,6,6,3,3,4,3,easy to use,6,3,0,,,,,,,,,,,,,,,,,,,,39.752502441406,-104.99949645996,-1
R_0CXvW06myvygOhL,Default Response Set,Anonymous,,,209.73.136.93,0,2015-03-19 18:01:34,2015-03-19 18:08:58,1,1278072878,iZXUO4qzTRSCtM2Abh6d5w**,27197,Qual712-0618WaterUtilities,2,attention,444,,1,1,1,3,1,3,3,2,3,3,3,2,2,water is healthy,1,3,0,,,,,,,,,,,,,,,,,,,,37.372100830078,-121.86430358887,-1
R_7OjveLYiZJNKvzv,Default Response Set,Anonymous,,,71.160.221.109,0,2015-03-19 18:05:46,2015-03-19 18:09:41,1,1258991985,iZXUO4qzTRTwkme3k6e7og**,27197,Qual712-0618WaterUtilities,1,,235,18922649507353,1,1,1,2,1,6,4,7,3,5,4,5,3,"everyday activities such as brushing teeth, washing dishes and clothes, and showering",1,1,1,7,5,4,6,6,6,6,6,6,6,6,6,5,5,6,7,6,5,,33.874298095703,-118.37210083008,-1
R_1OgNnw80I9NWZKt,Default Response Set,Anonymous,,,104.34.220.104,0,2015-03-19 18:12:33,2015-03-19 18:17:24,1,1259492229,iZXUO4qzTRTD-hgxnlw4Bw**,27197,Qual712-0618WaterUtilities,2,attention,291,,1,1,1,1,1,7,7,7,4,4,5,4,3,For washing ,4,1,0,,,,,,,,,,,,,,,,,,,,33.64860534668,-117.91859436035,-1
R_e3fl2mtyzf73zY9,Default Response Set,Anonymous,,,104.143.41.41,0,2015-03-19 18:19:59,2015-03-19 18:22:27,1,1278082673,iZXUO4qzTRS7vRqKEijYmw**,27197,Qual712-0618WaterUtilities,1,,148,19209582547993,1,1,1,1,2,3,7,4,7,2,6,1,5,very well,6,6,1,5,6,5,7,6,5,5,6,7,7,6,6,6,6,6,7,7,7,none,37.515502929688,-121.89619445801,-1
R_cIv93KfzoNpCtBH,Default Response Set,Anonymous,,,73.186.72.222,0,2015-03-19 18:19:54,2015-03-19 18:23:04,1,1140352579,iZXUO4qzTRSxvIRox_kE2w**,27197,Qual712-0618WaterUtilities,1,,190,17139499235173,1,3,1,1,1,7,7,7,4,4,1,4,4,Drinking,1,1,1,7,7,7,7,7,4,7,4,4,4,7,4,4,4,4,4,4,4,I live in apartment and utilities are included.  I have no contact with the water supplier and I do not pay bills.,42.361602783203,-71.067398071289,-1
R_bEPhoXgUKosN8qN,Default Response Set,Anonymous,,,104.174.40.132,0,2015-03-19 18:16:30,2015-03-19 18:32:12,1,1278556123,iZXUO4qzTRTKS3fJI1L9IQ**,27197,Qual712-0618WaterUtilities,2,attention,942,,1,1,1,4,4,4,4,4,4,4,4,4,4,showering,1,1,0,,,,,,,,,,,,,,,,,,,,34.048797607422,-118.33999633789,-1
R_1TU3hXxwLOqG31X,Default Response Set,Anonymous,,,173.55.175.219,0,2015-03-19 18:31:11,2015-03-19 18:33:34,1,1123363450,iZXUO4qzTRTsqmziLlwvtA**,27197,Qual712-0618WaterUtilities,1,,143,16884152626303,1,1,1,2,5,3,4,5,2,4,5,6,5,Washing dishes,2,1,1,6,6,5,5,5,5,4,4,4,4,4,4,4,3,5,4,4,4,None,33.864898681641,-118.39709472656,-1
R_6VEDwSwPcJVVulv,Default Response Set,Anonymous,,,52.0.212.251,0,2015-03-19 18:28:30,2015-03-19 18:39:12,1,1274159460,iZXUO4qzTRSxl0Etvjo_aA**,27197,Qual712-0618WaterUtilities,1,,642,19150616656603,1,1,1,2,5,3,6,6,6,2,2,2,2,take a swim,6,5,1,5,5,6,5,6,6,5,6,6,6,6,6,6,6,6,5,6,6,"none, so good",39.564498901367,-75.59700012207,-1
R_0dLmZCh1SVUw63z,Default Response Set,Anonymous,,,65.255.206.75,0,2015-03-19 18:37:52,2015-03-19 18:40:44,1,1267439654,iZXUO4qzTRRuCZLB7tn_Ag**,27197,Qual712-0618WaterUtilities,1,,172,19049617972423,1,1,1,7,6,2,6,3,5,5,1,4,4,likely,5,6,1,7,6,5,5,6,6,5,7,7,6,5,5,6,6,6,7,6,6,good like,33.976104736328,-118.15350341797,-1
R_74ivsnjdaggYnR3,Default Response Set,Anonymous,,,104.174.93.148,0,2015-03-19 18:43:27,2015-03-19 18:49:57,1,1278599516,iZXUO4qzTRQZtnx7pl4eew**,27197,Qual712-0618WaterUtilities,1,,390,19217350698283,1,1,1,1,1,2,6,7,2,6,7,5,4,Washing things,1,1,1,7,7,1,2,5,4,5,5,4,5,5,4,2,4,4,5,5,4,,33.840301513672,-118.35389709473,-1
R_2rxVL1VXTnob9aZ,Default Response Set,Anonymous,,,71.129.35.71,0,2015-03-19 18:54:02,2015-03-19 18:56:34,1,1218024405,iZXUO4qzTRQjTULUXUX5UQ**,27197,Qual712-0618WaterUtilities,1,,152,18306906779953,1,1,1,1,1,7,7,7,7,4,1,4,1,cooking,4,1,1,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,ok,33.841705322266,-118.00759887695,-1
R_2iAcREkWwSZhxWZ,Default Response Set,Anonymous,,,104.173.17.232,0,2015-03-19 18:57:12,2015-03-19 18:58:58,1,1079191490,iZXUO4qzTRRoZOAAi5rgUQ**,27197,Qual712-0618WaterUtilities,1,,106,16220248067503,1,1,1,1,1,7,7,7,4,7,1,7,1,Cooking,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,34.200500488281,-118.54040527344,-1
R_et9jr7qnxuPOIJv,Default Response Set,Anonymous,,,216.115.239.5,0,2015-03-19 19:07:19,2015-03-19 19:07:42,1,1277791458,iZXUO4qzTRSyPgJip1i__g**,27197,Qual712-0618WaterUtilities,2,otherCity,23,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.610305786133,-117.72529602051,-1
R_8ps8SZwzwhWAdy5,Default Response Set,Anonymous,,,208.54.39.191,0,2015-03-19 19:07:11,2015-03-19 19:12:17,1,1278484961,iZXUO4qzTRSeJQd9HtG5ww**,27197,Qual712-0618WaterUtilities,2,attention,306,,1,1,1,1,2,7,7,7,4,7,1,1,1,Its cleans helps with cleaning my food and dishes also my clothes.,2,1,0,,,,,,,,,,,,,,,,,,,,33.940002441406,-118.13259887695,-1
