Sample_No,Date_Sampled,Sample_Point,Zone,Measure,Result,Units
5691252,2018-07-25,S18344,Pontybridge,Turbidity,0.2,NTU
5691240,2018-07-25,S16474,Snake's Canyon,E Coli,0,Orgs/100mL
5690617,2018-07-11,S11207,Snake's Canyon,E Coli,0,Orgs/100mL
5690641,2018-07-11,S14363,Swadlincote,E Coli,0,Orgs/100mL
5690436,2018-07-08,S11715,Southwold,Turbidity,0.2,NTU
5690619,2018-07-11,S14567,Tarnstead,E Coli,0,Orgs/100mL
5766737,2018-09-26,S17725,Paethsmouth,E Coli,0,Orgs/100mL
5766750,2018-09-26,S10837,Tarnstead,Turbidity,0.2,NTU
5766758,2018-09-26,S19836,Swadlincote,Turbidity,0.2,NTU
5766505,2018-09-20,S17245,Blancathey,Turbidity,0.3,NTU
5766544,2018-09-19,S15163,Strathmore,Turbidity,0.3,NTU
5766517,2018-09-20,S17245,Blancathey,THMs,0.012,mg/L
5766734,2018-09-26,S14790,Blancathey,E Coli,0,Orgs/100mL
5766757,2018-09-26,S18344,Pontybridge,E Coli,0,Orgs/100mL
5765948,2018-09-05,S17696,Tarnstead,E Coli,0,Orgs/100mL
5765929,2018-09-05,S19914,Merton,E Coli,0,Orgs/100mL
5765956,2018-09-05,S14065,Pontybridge,Turbidity,0.2,NTU
5765946,2018-09-05,S12678,Snake's Canyon,Turbidity,0.3,NTU
5766029,2018-09-09,S13531,Southwold,E Coli,0,Orgs/100mL
5765958,2018-09-05,S16510,Strathmore,Turbidity,0.1,NTU
5765944,2018-09-05,S14735,Paethsmouth,Turbidity,0.2,NTU
5798623,2018-10-17,S15280,Strathmore,E Coli,0,Orgs/100mL
5798591,2018-10-17,S15513,Merton,E Coli,0,Orgs/100mL
5766038,2018-09-09,S13531,Southwold,THMs,0.012,mg/L
5798595,2018-10-17,S16870,Wakefield,E Coli,0,Orgs/100mL
5765916,2018-09-04,S16276,Bellmoral,Turbidity,0.2,NTU
5798575,2018-10-16,S17769,Bellmoral,THMs,0.009,mg/L
5766518,2018-09-20,S15929,Blancathey,E Coli,0,Orgs/100mL
5735284,2018-08-26,S13371,Southwold,E Coli,0,Orgs/100mL
5735267,2018-08-23,S14101,Pontybridge,THMs,0.01,mg/L
5734735,2018-08-08,S17296,Blancathey,Turbidity,0.3,NTU
5766536,2018-09-20,S14567,Tarnstead,THMs,0.056,mg/L
5798599,2018-10-17,S16451,Blancathey,THMs,0.009,mg/L
5798601,2018-10-17,S10990,Snake's Canyon,THMs,0.008,mg/L
5889178,2018-12-04,S10232,Bellmoral,E Coli,0,Orgs/100mL
5765947,2018-09-05,S13840,Wakefield,E Coli,0,Orgs/100mL
5798592,2018-10-17,S19339,Paethsmouth,E Coli,0,Orgs/100mL
5847305,2018-11-07,S14065,Pontybridge,Turbidity,0.1,NTU
5847698,2018-11-14,S17923,Paethsmouth,E Coli,0,Orgs/100mL
5847703,2018-11-14,S17696,Tarnstead,E Coli,0,Orgs/100mL
5847693,2018-11-14,S18578,Blancathey,THMs,0.008,mg/L
5847725,2018-11-14,S14363,Swadlincote,THMs,0.008,mg/L
5847702,2018-11-14,S13840,Wakefield,Turbidity,0.1,NTU
5691248,2018-07-25,S18038,Paethsmouth,THMs,0.011,mg/L
5691249,2018-07-25,S16474,Snake's Canyon,THMs,0.011,mg/L
5734518,2018-07-31,S10232,Bellmoral,E Coli,0,Orgs/100mL
5734539,2018-08-01,S17696,Tarnstead,Turbidity,0.2,NTU
5734518,2018-07-31,S10232,Bellmoral,Turbidity,0.2,NTU
5734544,2018-08-01,S18865,Pontybridge,E Coli,0,Orgs/100mL
5734529,2018-08-01,S10129,Paethsmouth,Turbidity,0.2,NTU
5734532,2018-08-01,S13840,Wakefield,Turbidity,0.2,NTU
5691175,2018-07-24,S14733,Bellmoral,THMs,0.012,mg/L
5734453,2018-07-29,S11765,Southwold,Turbidity,0.2,NTU
5734538,2018-08-01,S18186,Merton,THMs,0.011,mg/L
5734546,2018-08-01,S15280,Strathmore,E Coli,0,Orgs/100mL
5734528,2018-08-01,S18186,Merton,E Coli,0,Orgs/100mL
5690305,2018-07-04,S15996,Blancathey,E Coli,0,Orgs/100mL
5690313,2018-07-04,S13230,Paethsmouth,E Coli,0,Orgs/100mL
5734527,2018-08-01,S10584,Blancathey,E Coli,0,Orgs/100mL
5734528,2018-08-01,S18186,Merton,Turbidity,0.2,NTU
5735051,2018-08-15,S12119,Pontybridge,E Coli,0,Orgs/100mL
5734594,2018-08-05,S13500,Southwold,E Coli,0,Orgs/100mL
5734539,2018-08-01,S17696,Tarnstead,E Coli,0,Orgs/100mL
5734529,2018-08-01,S10129,Paethsmouth,E Coli,0,Orgs/100mL
5734526,2018-08-01,S12437,Blancathey,E Coli,0,Orgs/100mL
5734532,2018-08-01,S13840,Wakefield,E Coli,0,Orgs/100mL
5734545,2018-08-01,S11422,Swadlincote,E Coli,0,Orgs/100mL
5734531,2018-08-01,S17906,Snake's Canyon,Turbidity,0.2,NTU
5734531,2018-08-01,S17906,Snake's Canyon,E Coli,0,Orgs/100mL
5734544,2018-08-01,S18865,Pontybridge,Turbidity,0.2,NTU
5734530,2018-08-01,S16489,Paethsmouth,E Coli,0,Orgs/100mL
5690611,2018-07-11,S17245,Blancathey,E Coli,0,Orgs/100mL
5798564,2018-10-16,S17769,Bellmoral,E Coli,0,Orgs/100mL
5798388,2018-10-14,S11765,Southwold,Turbidity,0.2,NTU
5798589,2018-10-17,S16451,Blancathey,E Coli,0,Orgs/100mL
5798613,2018-10-17,S12119,Pontybridge,E Coli,0,Orgs/100mL
5798602,2018-10-17,S17805,Tarnstead,E Coli,0,Orgs/100mL
5798594,2018-10-17,S10990,Snake's Canyon,E Coli,0,Orgs/100mL
5798593,2018-10-17,S19666,Paethsmouth,E Coli,0,Orgs/100mL
5798590,2018-10-17,S14759,Blancathey,E Coli,0,Orgs/100mL
5734751,2018-08-08,S13397,Merton,E Coli,0,Orgs/100mL
5734756,2018-08-08,S10990,Snake's Canyon,E Coli,0,Orgs/100mL
5734753,2018-08-08,S13818,Paethsmouth,E Coli,0,Orgs/100mL
5766542,2018-09-19,S13317,Pontybridge,E Coli,0,Orgs/100mL
5766543,2018-09-19,S12921,Swadlincote,E Coli,0,Orgs/100mL
5766524,2018-09-20,S11858,Wakefield,E Coli,0,Orgs/100mL
5766525,2018-09-20,S14567,Tarnstead,E Coli,0,Orgs/100mL
5766527,2018-09-20,S14901,Snake's Canyon,E Coli,0,Orgs/100mL
5766522,2018-09-20,S18691,Paethsmouth,E Coli,0,Orgs/100mL
5766525,2018-09-20,S14567,Tarnstead,Turbidity,0.2,NTU
5766589,2018-09-23,S11715,Southwold,E Coli,0,Orgs/100mL
5766542,2018-09-19,S13317,Pontybridge,Turbidity,0.2,NTU
5766524,2018-09-20,S11858,Wakefield,Turbidity,0.3,NTU
5580297,2018-04-11,S12119,Pontybridge,E Coli,0,Orgs/100mL
5766544,2018-09-19,S15163,Strathmore,E Coli,0,Orgs/100mL
5766523,2018-09-20,S17463,Snake's Canyon,E Coli,0,Orgs/100mL
5766526,2018-09-20,S14317,Blancathey,E Coli,0,Orgs/100mL
5766519,2018-09-20,S18186,Merton,Turbidity,0.2,NTU
5766543,2018-09-19,S12921,Swadlincote,Turbidity,0.2,NTU
5766521,2018-09-20,S16332,Paethsmouth,E Coli,0,Orgs/100mL
5766492,2018-09-18,S18588,Bellmoral,Turbidity,0.3,NTU
5766722,2018-09-25,S14733,Bellmoral,Turbidity,0.2,NTU
5582259,2018-06-14,S18255,Swadlincote,THMs,0.007,mg/L
5582218,2018-06-14,S19339,Paethsmouth,Turbidity,0.1,NTU
5460011,2018-02-13,S13874,Bellmoral,E Coli,0,Orgs/100mL
5581002,2018-05-02,S14065,Pontybridge,E Coli,0,Orgs/100mL
5462768,2018-03-07,S13446,Wakefield,E Coli,0,Orgs/100mL
5462766,2018-03-07,S16371,Snake's Canyon,E Coli,0,Orgs/100mL
5462797,2018-03-07,S15280,Strathmore,E Coli,0,Orgs/100mL
5594877,2018-06-20,S16589,Swadlincote,E Coli,0,Orgs/100mL
5594870,2018-06-20,S17721,Tarnstead,E Coli,0,Orgs/100mL
5462779,2018-03-07,S16901,Pontybridge,E Coli,0,Orgs/100mL
5582228,2018-06-14,S16451,Blancathey,THMs,0.007,mg/L
5462785,2018-03-07,S14317,Blancathey,Turbidity,0.05,NTU
5462796,2018-03-07,S14363,Swadlincote,Turbidity,0.1,NTU
5462789,2018-03-07,S16371,Snake's Canyon,Turbidity,0.05,NTU
5460715,2018-03-08,S16669,Bellmoral,E Coli,0,Orgs/100mL
5465516,2018-03-12,S17867,Southwold,E Coli,0,Orgs/100mL
5571133,2018-03-07,S16901,Pontybridge,Turbidity,0.05,NTU
5462763,2018-03-07,S14317,Blancathey,E Coli,0,Orgs/100mL
5571142,2018-03-07,S15280,Strathmore,Turbidity,0.05,NTU
5580984,2018-05-02,S11858,Wakefield,Turbidity,0.1,NTU
5581002,2018-05-02,S14065,Pontybridge,Turbidity,0.1,NTU
5580978,2018-05-02,S17245,Blancathey,Turbidity,0.1,NTU
5580986,2018-05-02,S14901,Snake's Canyon,Turbidity,0.1,NTU
5582232,2018-06-14,S14567,Tarnstead,Turbidity,0.1,NTU
5581052,2018-05-06,S19084,Southwold,Turbidity,0.1,NTU
5589255,2018-06-19,S13874,Bellmoral,E Coli,0,Orgs/100mL
5589127,2018-06-17,S10133,Southwold,Turbidity,0.1,NTU
5569046,2018-03-07,S13397,Merton,Turbidity,0.2,NTU
5594878,2018-06-20,S11076,Strathmore,E Coli,0,Orgs/100mL
5462787,2018-03-07,S17058,Paethsmouth,Turbidity,0.05,NTU
5582260,2018-06-14,S14271,Strathmore,THMs,0.049,mg/L
5594881,2018-06-20,S14101,Pontybridge,E Coli,0,Orgs/100mL
5594860,2018-06-20,S17075,Paethsmouth,E Coli,0,Orgs/100mL
5594857,2018-06-20,S19811,Blancathey,E Coli,0,Orgs/100mL
5462765,2018-03-07,S17058,Paethsmouth,E Coli,0,Orgs/100mL
5569053,2018-03-07,S17696,Tarnstead,Turbidity,0.05,NTU
5798600,2018-10-17,S19339,Paethsmouth,THMs,0.009,mg/L
5798929,2018-10-24,S14567,Tarnstead,Turbidity,0.2,NTU
5798666,2018-10-21,S13500,Southwold,Turbidity,0.1,NTU
5734766,2018-08-08,S17296,Blancathey,THMs,0.014,mg/L
5737433,2018-08-29,S11076,Strathmore,E Coli,0,Orgs/100mL
5766207,2018-09-11,S16669,Bellmoral,E Coli,0,Orgs/100mL
5798908,2018-10-24,S17218,Blancathey,E Coli,0,Orgs/100mL
5798925,2018-10-24,S17075,Paethsmouth,E Coli,0,Orgs/100mL
5798940,2018-10-24,S14101,Pontybridge,Turbidity,0.1,NTU
5798987,2018-10-28,S17867,Southwold,Turbidity,0.2,NTU
5798936,2018-10-24,S16589,Swadlincote,E Coli,0,Orgs/100mL
5798929,2018-10-24,S14567,Tarnstead,E Coli,0,Orgs/100mL
5798928,2018-10-24,S11858,Wakefield,Turbidity,0.2,NTU
5798909,2018-10-24,S18186,Merton,E Coli,0,Orgs/100mL
5798945,2018-10-24,S14101,Pontybridge,THMs,0.009,mg/L
5798937,2018-10-24,S11076,Strathmore,Turbidity,0.2,NTU
5799167,2018-11-01,S12436,Paethsmouth,E Coli,0,Orgs/100mL
5799162,2018-11-01,S14415,Blancathey,E Coli,0,Orgs/100mL
5799164,2018-11-01,S12051,Paethsmouth,Turbidity,0.1,NTU
5799163,2018-11-01,S15513,Merton,E Coli,0,Orgs/100mL
5799131,2018-10-31,S14758,Bellmoral,Turbidity,0.3,NTU
5799131,2018-10-31,S14758,Bellmoral,E Coli,0,Orgs/100mL
5737433,2018-08-29,S11076,Strathmore,Turbidity,0.1,NTU
5737424,2018-08-29,S14415,Blancathey,Turbidity,0.2,NTU
5847293,2018-11-07,S14735,Paethsmouth,E Coli,0,Orgs/100mL
5847282,2018-11-07,S18186,Merton,E Coli,0,Orgs/100mL
5847282,2018-11-07,S18186,Merton,Turbidity,0.1,NTU
5847307,2018-11-07,S17173,Swadlincote,Turbidity,0.1,NTU
5847296,2018-11-07,S13971,Snake's Canyon,Turbidity,0.1,NTU
5847298,2018-11-07,S17721,Tarnstead,Turbidity,0.1,NTU
5847696,2018-11-14,S15513,Merton,Turbidity,0.4,NTU
5847709,2018-11-14,S17923,Paethsmouth,THMs,0.006,mg/L
5847703,2018-11-14,S17696,Tarnstead,Turbidity,0.1,NTU
5889200,2018-12-05,S14317,Blancathey,E Coli,0,Orgs/100mL
5889225,2018-12-05,S11422,Swadlincote,E Coli,0,Orgs/100mL
5889201,2018-12-05,S10584,Blancathey,E Coli,0,Orgs/100mL
5889205,2018-12-05,S18038,Paethsmouth,E Coli,0,Orgs/100mL
5889208,2018-12-05,S11254,Wakefield,E Coli,0,Orgs/100mL
5889207,2018-12-05,S16371,Snake's Canyon,E Coli,0,Orgs/100mL
5889202,2018-12-05,S15513,Merton,E Coli,0,Orgs/100mL
5889230,2018-12-05,S11076,Strathmore,E Coli,0,Orgs/100mL
5889202,2018-12-05,S15513,Merton,Turbidity,0.1,NTU
5889208,2018-12-05,S11254,Wakefield,Turbidity,0.1,NTU
5766519,2018-09-20,S18186,Merton,E Coli,0,Orgs/100mL
5766722,2018-09-25,S14733,Bellmoral,E Coli,0,Orgs/100mL
5889209,2018-12-05,S10837,Tarnstead,E Coli,0,Orgs/100mL
5889206,2018-12-05,S11207,Snake's Canyon,E Coli,0,Orgs/100mL
5889199,2018-12-05,S12437,Blancathey,Turbidity,0.1,NTU
5889225,2018-12-05,S11422,Swadlincote,Turbidity,0.2,NTU
5889301,2018-12-09,S11715,Southwold,E Coli,0,Orgs/100mL
5847391,2018-11-11,S13371,Southwold,E Coli,0,Orgs/100mL
5847628,2018-11-13,S16669,Bellmoral,E Coli,0,Orgs/100mL
5889209,2018-12-05,S10837,Tarnstead,Turbidity,0.1,NTU
5889199,2018-12-05,S12437,Blancathey,E Coli,0,Orgs/100mL
5889224,2018-12-05,S18865,Pontybridge,E Coli,0,Orgs/100mL
5889224,2018-12-05,S18865,Pontybridge,Turbidity,0.2,NTU
5797865,2018-09-30,S14049,Southwold,E Coli,0,Orgs/100mL
5766769,2018-09-26,S18344,Pontybridge,THMs,0.01,mg/L
5847986,2018-11-21,S18691,Paethsmouth,E Coli,0,Orgs/100mL
5847984,2018-11-21,S17058,Paethsmouth,E Coli,0,Orgs/100mL
5847991,2018-11-21,S14317,Blancathey,E Coli,0,Orgs/100mL
5848008,2018-11-21,S14271,Strathmore,E Coli,0,Orgs/100mL
5847971,2018-11-21,S15929,Blancathey,E Coli,0,Orgs/100mL
5847989,2018-11-21,S16870,Wakefield,E Coli,0,Orgs/100mL
5848007,2018-11-21,S12921,Swadlincote,E Coli,0,Orgs/100mL
5847984,2018-11-21,S17058,Paethsmouth,Turbidity,0.1,NTU
5889509,2018-12-11,S17620,Bellmoral,E Coli,0,Orgs/100mL
5889301,2018-12-09,S11715,Southwold,Turbidity,0.2,NTU
5847295,2018-11-07,S13856,Snake's Canyon,E Coli,0,Orgs/100mL
5847305,2018-11-07,S14065,Pontybridge,E Coli,0,Orgs/100mL
5847308,2018-11-07,S16510,Strathmore,Turbidity,0.1,NTU
5848006,2018-11-21,S13317,Pontybridge,E Coli,0,Orgs/100mL
5847990,2018-11-21,S17805,Tarnstead,E Coli,0,Orgs/100mL
5889203,2018-12-05,S10129,Paethsmouth,E Coli,0,Orgs/100mL
5889028,2018-12-02,S12112,Southwold,Turbidity,0.05,NTU
5889204,2018-12-05,S16489,Paethsmouth,E Coli,0,Orgs/100mL
5847297,2018-11-07,S13446,Wakefield,Turbidity,0.2,NTU
5847987,2018-11-21,S11466,Snake's Canyon,E Coli,0,Orgs/100mL
5766520,2018-09-20,S17058,Paethsmouth,E Coli,0,Orgs/100mL
5766505,2018-09-20,S17245,Blancathey,E Coli,0,Orgs/100mL
5766523,2018-09-20,S17463,Snake's Canyon,Turbidity,0.3,NTU
5766506,2018-09-18,S18588,Bellmoral,THMs,0.009,mg/L
5766520,2018-09-20,S17058,Paethsmouth,Turbidity,0.3,NTU
5766589,2018-09-23,S11715,Southwold,Turbidity,0.2,NTU
5850745,2018-11-14,S15513,Merton,THMs,0.006,mg/L
5581224,2018-05-09,S11076,Strathmore,THMs,0.043,mg/L
5847784,2018-11-18,S10133,Southwold,Turbidity,0.1,NTU
5798907,2018-10-24,S19811,Blancathey,E Coli,0,Orgs/100mL
5799172,2018-11-01,S11254,Wakefield,E Coli,0,Orgs/100mL
5799164,2018-11-01,S12051,Paethsmouth,E Coli,0,Orgs/100mL
5799193,2018-11-01,S12566,Swadlincote,E Coli,0,Orgs/100mL
5799161,2018-11-01,S14755,Blancathey,E Coli,0,Orgs/100mL
5847710,2018-11-14,S12678,Snake's Canyon,THMs,0.006,mg/L
5766748,2018-09-26,S11207,Snake's Canyon,THMs,0.009,mg/L
5798011,2018-10-03,S10129,Paethsmouth,E Coli,0,Orgs/100mL
5798013,2018-10-03,S18038,Paethsmouth,E Coli,0,Orgs/100mL
5799172,2018-11-01,S11254,Wakefield,Turbidity,0.2,NTU
5797865,2018-09-30,S14049,Southwold,Turbidity,0.2,NTU
5797984,2018-10-02,S10232,Bellmoral,E Coli,0,Orgs/100mL
5798012,2018-10-03,S16489,Paethsmouth,E Coli,0,Orgs/100mL
5798010,2018-10-03,S13397,Merton,E Coli,0,Orgs/100mL
5889178,2018-12-04,S10232,Bellmoral,Turbidity,0.2,NTU
5798035,2018-10-03,S11076,Strathmore,E Coli,0,Orgs/100mL
5889230,2018-12-05,S11076,Strathmore,Turbidity,0.2,NTU
5889206,2018-12-05,S11207,Snake's Canyon,Turbidity,0.1,NTU
5889313,2018-12-09,S11715,Southwold,THMs,0.006,mg/L
5798009,2018-10-03,S10584,Blancathey,E Coli,0,Orgs/100mL
5798015,2018-10-03,S16474,Snake's Canyon,E Coli,0,Orgs/100mL
5889243,2018-12-05,S11076,Strathmore,THMs,0.047,mg/L
5889542,2018-12-12,S10703,Paethsmouth,E Coli,0,Orgs/100mL
5889539,2018-12-12,S17296,Blancathey,E Coli,0,Orgs/100mL
5847391,2018-11-11,S13371,Southwold,Turbidity,0.3,NTU
5847694,2018-11-14,S15996,Blancathey,E Coli,0,Orgs/100mL
5890718,2018-12-12,S13397,Merton,THMs,0.006,mg/L
5889556,2018-12-12,S19541,Paethsmouth,THMs,0.007,mg/L
5848219,2018-11-28,S14790,Blancathey,E Coli,0,Orgs/100mL
5848221,2018-11-28,S12051,Paethsmouth,E Coli,0,Orgs/100mL
5848222,2018-11-28,S17725,Paethsmouth,Turbidity,0.2,NTU
5848224,2018-11-28,S14567,Tarnstead,Turbidity,0.1,NTU
5847988,2018-11-21,S17463,Snake's Canyon,E Coli,0,Orgs/100mL
5889901,2018-12-19,S18186,Merton,E Coli,0,Orgs/100mL
5889902,2018-12-19,S19339,Paethsmouth,E Coli,0,Orgs/100mL
5889906,2018-12-19,S17696,Tarnstead,Turbidity,0.1,NTU
5889925,2018-12-19,S18255,Swadlincote,Turbidity,0.2,NTU
5889905,2018-12-19,S13840,Wakefield,E Coli,0,Orgs/100mL
5889904,2018-12-19,S11281,Snake's Canyon,E Coli,0,Orgs/100mL
5890177,2018-12-23,S14101,Pontybridge,Turbidity,0.2,NTU
5890177,2018-12-23,S14101,Pontybridge,E Coli,0,Orgs/100mL
5889905,2018-12-19,S13840,Wakefield,Turbidity,0.1,NTU
5889926,2018-12-19,S14271,Strathmore,Turbidity,0.2,NTU
5889904,2018-12-19,S11281,Snake's Canyon,Turbidity,0.2,NTU
5890150,2018-12-23,S19811,Blancathey,E Coli,0,Orgs/100mL
5890165,2018-12-23,S16510,Strathmore,E Coli,0,Orgs/100mL
5890150,2018-12-23,S19811,Blancathey,Turbidity,0.3,NTU
5847717,2018-11-14,S16901,Pontybridge,E Coli,0,Orgs/100mL
5847701,2018-11-14,S17081,Snake's Canyon,E Coli,0,Orgs/100mL
5799180,2018-11-01,S13306,Pontybridge,Turbidity,0.2,NTU
5766758,2018-09-26,S19836,Swadlincote,E Coli,0,Orgs/100mL
5799170,2018-11-01,S18682,Snake's Canyon,Turbidity,0.2,NTU
5799193,2018-11-01,S12566,Swadlincote,Turbidity,0.2,NTU
5847268,2018-11-06,S16276,Bellmoral,E Coli,0,Orgs/100mL
5847142,2018-11-04,S14925,Southwold,Turbidity,0.1,NTU
5798622,2018-10-17,S18255,Swadlincote,E Coli,0,Orgs/100mL
5766223,2018-09-12,S17516,Blancathey,E Coli,0,Orgs/100mL
5766221,2018-09-12,S18578,Blancathey,E Coli,0,Orgs/100mL
5766240,2018-09-12,S17081,Snake's Canyon,E Coli,0,Orgs/100mL
5847719,2018-11-14,S11076,Strathmore,Turbidity,0.2,NTU
5766750,2018-09-26,S10837,Tarnstead,E Coli,0,Orgs/100mL
5765956,2018-09-05,S14065,Pontybridge,E Coli,0,Orgs/100mL
5847297,2018-11-07,S13446,Wakefield,E Coli,0,Orgs/100mL
5847294,2018-11-07,S14487,Paethsmouth,E Coli,0,Orgs/100mL
5847298,2018-11-07,S17721,Tarnstead,E Coli,0,Orgs/100mL
5799207,2018-11-01,S14271,Strathmore,THMs,0.063,mg/L
5847307,2018-11-07,S17173,Swadlincote,E Coli,0,Orgs/100mL
5847280,2018-11-07,S12012,Blancathey,E Coli,0,Orgs/100mL
5847296,2018-11-07,S13971,Snake's Canyon,E Coli,0,Orgs/100mL
5847283,2018-11-07,S13148,Paethsmouth,E Coli,0,Orgs/100mL
5847280,2018-11-07,S12012,Blancathey,Turbidity,0.2,NTU
5847281,2018-11-07,S14975,Blancathey,E Coli,0,Orgs/100mL
5847279,2018-11-07,S15053,Blancathey,E Coli,0,Orgs/100mL
5847308,2018-11-07,S16510,Strathmore,E Coli,0,Orgs/100mL
5847283,2018-11-07,S13148,Paethsmouth,Turbidity,0.2,NTU
5847268,2018-11-06,S16276,Bellmoral,Turbidity,0.1,NTU
5848008,2018-11-21,S14271,Strathmore,Turbidity,0.1,NTU
5848052,2018-11-25,S13531,Southwold,E Coli,0,Orgs/100mL
5847971,2018-11-21,S15929,Blancathey,Turbidity,0.1,NTU
5848025,2018-11-21,S13317,Pontybridge,THMs,0.007,mg/L
5847997,2018-11-21,S16870,Wakefield,THMs,0.009,mg/L
5889521,2018-12-11,S17620,Bellmoral,THMs,0.009,mg/L
5889544,2018-12-12,S19541,Paethsmouth,E Coli,0,Orgs/100mL
5850824,2018-11-14,S17696,Tarnstead,THMs,0.074,mg/L
5889203,2018-12-05,S10129,Paethsmouth,Turbidity,0.2,NTU
5798278,2018-10-09,S17620,Bellmoral,E Coli,0,Orgs/100mL
5798017,2018-10-03,S17721,Tarnstead,E Coli,0,Orgs/100mL
5798033,2018-10-03,S18865,Pontybridge,E Coli,0,Orgs/100mL
5798014,2018-10-03,S16371,Snake's Canyon,E Coli,0,Orgs/100mL
5798007,2018-10-03,S12437,Blancathey,E Coli,0,Orgs/100mL
5766747,2018-09-26,S17725,Paethsmouth,THMs,0.01,mg/L
5798309,2018-10-10,S17906,Snake's Canyon,E Coli,0,Orgs/100mL
5798294,2018-10-10,S18186,Merton,E Coli,0,Orgs/100mL
5847970,2018-11-21,S17245,Blancathey,E Coli,0,Orgs/100mL
5798312,2018-10-10,S17696,Tarnstead,E Coli,0,Orgs/100mL
5798323,2018-10-10,S16510,Strathmore,E Coli,0,Orgs/100mL
5847718,2018-11-14,S14363,Swadlincote,E Coli,0,Orgs/100mL
5889901,2018-12-19,S18186,Merton,Turbidity,0.2,NTU
5889874,2018-12-18,S17769,Bellmoral,Turbidity,0.1,NTU
5889924,2018-12-19,S12119,Pontybridge,Turbidity,0.2,NTU
5581206,2018-05-09,S11254,Wakefield,E Coli,0,Orgs/100mL
5798293,2018-10-10,S15984,Blancathey,E Coli,0,Orgs/100mL
5798310,2018-10-10,S11281,Snake's Canyon,E Coli,0,Orgs/100mL
5798291,2018-10-10,S14514,Blancathey,E Coli,0,Orgs/100mL
5798307,2018-10-10,S13818,Paethsmouth,E Coli,0,Orgs/100mL
5847985,2018-11-21,S16332,Paethsmouth,E Coli,0,Orgs/100mL
5847989,2018-11-21,S16870,Wakefield,Turbidity,0.2,NTU
5847972,2018-11-21,S19914,Merton,E Coli,0,Orgs/100mL
5798016,2018-10-03,S13446,Wakefield,E Coli,0,Orgs/100mL
5798034,2018-10-03,S11422,Swadlincote,E Coli,0,Orgs/100mL
5798008,2018-10-03,S14317,Blancathey,E Coli,0,Orgs/100mL
5900112,2018-11-26,S13531,Southwold,Turbidity,0.2,NTU
5798388,2018-10-14,S11765,Southwold,E Coli,0,Orgs/100mL
5798312,2018-10-10,S17696,Tarnstead,Turbidity,0.2,NTU
5798278,2018-10-09,S17620,Bellmoral,Turbidity,0.2,NTU
5889558,2018-12-12,S13446,Wakefield,E Coli,0,Orgs/100mL
5889545,2018-12-12,S17906,Snake's Canyon,E Coli,0,Orgs/100mL
5889543,2018-12-12,S13818,Paethsmouth,E Coli,0,Orgs/100mL
5889509,2018-12-11,S17620,Bellmoral,Turbidity,0.2,NTU
5889540,2018-12-12,S15984,Blancathey,E Coli,0,Orgs/100mL
5889570,2018-12-12,S14812,Swadlincote,E Coli,0,Orgs/100mL
5889541,2018-12-12,S13397,Merton,E Coli,0,Orgs/100mL
5889571,2018-12-12,S13446,Wakefield,THMs,0.047,mg/L
5798101,2018-10-07,S19084,Southwold,Turbidity,0.2,NTU
5798308,2018-10-10,S19541,Paethsmouth,E Coli,0,Orgs/100mL
5798322,2018-10-10,S14812,Swadlincote,E Coli,0,Orgs/100mL
5798321,2018-10-10,S18703,Pontybridge,E Coli,0,Orgs/100mL
5889547,2018-12-12,S16474,Snake's Canyon,E Coli,0,Orgs/100mL
5848218,2018-11-28,S11021,Blancathey,E Coli,0,Orgs/100mL
5848224,2018-11-28,S14567,Tarnstead,E Coli,0,Orgs/100mL
5798322,2018-10-10,S14812,Swadlincote,Turbidity,0.2,NTU
5848222,2018-11-28,S17725,Paethsmouth,E Coli,0,Orgs/100mL
5848233,2018-11-28,S18344,Pontybridge,Turbidity,0.1,NTU
5848244,2018-11-28,S15280,Strathmore,E Coli,0,Orgs/100mL
5848244,2018-11-28,S15280,Strathmore,Turbidity,0.1,NTU
5848225,2018-11-28,S14901,Snake's Canyon,Turbidity,0.2,NTU
5848234,2018-11-28,S19836,Swadlincote,E Coli,0,Orgs/100mL
5848223,2018-11-28,S11858,Wakefield,E Coli,0,Orgs/100mL
5848223,2018-11-28,S11858,Wakefield,Turbidity,0.2,NTU
5848225,2018-11-28,S14901,Snake's Canyon,E Coli,0,Orgs/100mL
5848218,2018-11-28,S11021,Blancathey,Turbidity,0.2,NTU
5889028,2018-12-02,S12112,Southwold,E Coli,0,Orgs/100mL
5798321,2018-10-10,S18703,Pontybridge,Turbidity,0.2,NTU
5889538,2018-12-12,S14514,Blancathey,E Coli,0,Orgs/100mL
5889559,2018-12-12,S17721,Tarnstead,E Coli,0,Orgs/100mL
5889569,2018-12-12,S18703,Pontybridge,E Coli,0,Orgs/100mL
5581464,2018-05-17,S17906,Snake's Canyon,Turbidity,0.1,NTU
5661650,2018-05-17,S17696,Tarnstead,Turbidity,0.05,NTU
5661648,2018-05-17,S18186,Merton,Turbidity,0.05,NTU
5581666,2018-05-23,S18344,Pontybridge,E Coli,0,Orgs/100mL
5581475,2018-05-16,S15280,Strathmore,E Coli,0,Orgs/100mL
5581462,2018-05-17,S14790,Blancathey,Turbidity,0.1,NTU
5581462,2018-05-17,S14790,Blancathey,THMs,0.007,mg/L
5889557,2018-12-12,S16474,Snake's Canyon,THMs,0.008,mg/L
5581455,2018-05-17,S13446,Wakefield,E Coli,0,Orgs/100mL
